"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,270.4,115,138.4,180.6,76.7,88.4,NA,231.4,54,218,181.7,185.8,395.8,202.8,244.8,152.8,122.2,137,139.6,54
"historical",1851,275.8,161.7,133.7,129.4,84.6,103.8,90.7,234.3,55.1,317.8,175.9,192.4,339.9,176.4,121.3,212.3,254.8,218.7,184.1,55.1
"historical",1852,281.1,187.9,107.1,172.5,102.9,67.8,140.5,243.4,129.5,190.6,215,198,346.5,187.9,155.6,161,147,216.3,275,67.8
"historical",1853,344.5,227.9,125,204,108,86.2,184.1,271.3,88.9,178.6,183.4,218.7,373.6,211.1,162.1,168.7,153.8,182.7,189.1,86.2
"historical",1854,300.2,223.3,117.7,200.9,97,63,165.2,197.6,69.3,261.8,176.7,206.9,363.1,208.8,166.5,170.3,198.9,261.8,230.3,63
"historical",1855,313.4,179.8,111.9,180.7,74.4,114.7,128.2,233.9,51.5,316,253.4,156.5,359.2,198.4,209.9,199.4,155.5,236.1,224.7,51.5
"historical",1856,223,90,75.3,168.3,86.8,105.6,106.1,301.5,114.5,227.4,234.7,174.7,419,214.1,157.1,143.7,149,229.5,229,75.3
"historical",1857,237.9,170.6,120.8,118.7,55.6,124.9,100.1,290.7,111.9,224.9,203.1,189.1,367.8,206.1,142.9,162,183.5,245.3,199.3,55.6
"historical",1858,257.8,91.3,101,157.8,101.1,79.7,162.6,224,89.5,209.3,204.9,196.6,295.6,221,247.3,166.4,155.4,218.9,189.7,79.7
"historical",1859,229.8,174.5,125,183.7,124.1,98.2,151.2,205.3,87.8,147,197.5,160.4,355.5,240.3,188.4,171.6,151.6,243.4,208.7,87.8
"historical",1860,251.3,133.3,125.1,173.1,110.7,87.1,179.3,282.4,94.5,247.1,173.8,173.2,315.9,195.3,127.5,126,190.1,210.9,252.6,87.1
"historical",1861,270.9,155,115.5,201.7,90.5,94.4,136.5,264,73.5,282.9,148.3,193,397.4,227.7,145.4,180,170.5,221.8,242.3,73.5
"historical",1862,276.9,227.4,125.4,214.6,87.3,102.8,96.3,290.6,105.5,297.7,220.5,221,354.6,165.5,186.7,178,178.1,234,207,87.3
"historical",1863,296,157.2,147.8,197.8,74.8,69.9,115.1,253.2,55.7,228,248.7,190.5,363.4,183.6,223.4,103.4,173.2,183.9,206.2,55.7
"historical",1864,250.3,151.8,119.5,122.6,120.2,95.4,112.3,155.7,96,274.8,220,196.1,363.5,196.8,220.7,165.6,177.3,154.1,163.5,95.4
"historical",1865,270.4,130.5,105.9,202.6,146.4,87.3,148.9,236.2,96.7,308.8,215.7,190.3,328.5,175,209.5,157.6,145.2,206.7,296,87.3
"historical",1866,276.8,123.4,161.2,149.5,133,137.2,167,231.7,44.6,258.1,255.3,193.1,351.3,227.9,168.2,119.4,152.2,107.2,218.7,44.6
"historical",1867,265.6,239.9,122.9,188.9,72.5,51.7,145.9,221.8,106.8,223.6,218.5,233.8,369.7,149.9,228.2,186.7,170.3,268.3,251.6,51.7
"historical",1868,321.3,156.8,91.2,195.9,108.2,78.7,100,251.8,89,265.7,189.3,220.8,347.2,236.3,137.5,182.9,194.9,241.8,164.6,78.7
"historical",1869,240.1,167.3,91.1,154,101.4,97.3,121,300.7,100.2,228,192.8,200.7,453.5,166.3,162.2,185,206.6,134.8,212.2,91.1
"historical",1870,296.6,183.5,109.2,204.4,131.6,59,128.8,246.9,79.1,274.1,156.1,203,336.3,192.5,149.6,132.4,166.2,264,208.4,59
"historical",1871,284.5,225,135,179.8,133.6,94.5,139.6,164.4,90.7,270.7,228.6,205.1,342.9,241.3,198,172.5,108.9,180.6,157.4,90.7
"historical",1872,219.6,128.4,102.9,162,116.1,85,110.4,250,119.8,283.2,236,183.6,399.9,234.2,171.3,210.1,167.7,174.5,269.3,85
"historical",1873,259.8,176,132.4,152.8,106.8,89,101.3,218.7,78.9,280.7,198.4,181.1,377.1,184.3,131.6,212.4,168.6,258.2,210.6,78.9
"historical",1874,282.2,105.6,160.8,183.5,96.2,54.1,171.3,256.2,72.1,340.5,201.3,214.3,370,175.6,106.1,121.5,145.2,161.5,238.1,54.1
"historical",1875,225.1,235,140.7,207.3,72.8,110.2,133.5,254.7,78,211.7,182.9,198.2,351.2,169.7,184.7,139,198.4,282.3,186.9,72.8
"historical",1876,287.3,138.7,86.6,183,137.4,57.8,110.5,244.2,73.3,298.8,205.4,193.8,339.3,203.3,164.5,150.2,163.1,240.1,239.6,57.8
"historical",1877,250.5,162,158.1,167.1,82.7,115.4,138.7,325,72.6,241.9,223.1,153.4,356,222.6,187.7,142.5,160.5,186.4,191.2,72.6
"historical",1878,277.7,203.1,86,191.1,83.8,77.6,136.7,239,91.5,220.2,228.4,195,363.7,181.9,135.6,168.7,164,88.3,204.5,77.6
"historical",1879,277,144,126.6,207.2,118,105.2,144.8,272.2,69.2,268.8,197.6,194,370.4,192,195,218.2,210,207.8,244,69.2
"historical",1880,360.1,249.5,134.2,180,106.7,76.5,128.8,230,76.8,309.5,226.4,197.6,361.5,208,131.5,168.4,188,192.2,235.7,76.5
"historical",1881,267.2,254.8,176.1,186.3,116.6,67.4,106.2,174.8,92.9,251,236.8,163.7,314.4,219.5,253.4,161.1,207.9,184.7,225,67.4
"historical",1882,262.9,154.5,159.3,200.4,112.9,101.4,98.2,208.7,118.5,257.7,241.3,187.2,347.3,224.2,247,229.6,157.9,212.5,194.5,98.2
"historical",1883,241.2,204.9,143.3,176.1,36.3,89.3,157.6,225.1,98.9,196.7,212.3,180.5,353.3,214.6,220.9,202.2,174.5,214.8,173.2,36.3
"historical",1884,271.2,143.2,65.7,159.6,101,59.3,143.2,209.4,75.9,217.5,199.2,141.4,325.5,190.5,203.2,185.3,118.8,186.5,218.7,59.3
"historical",1885,289,194,130.7,120.7,105.3,97.7,88.5,205.1,76.1,218.3,242.3,135.3,360.6,193.5,196.9,169.2,154.1,239.2,255.2,76.1
"historical",1886,254.9,110.4,126.5,162.4,92.7,60.7,102.4,231.9,80.4,137.5,223.2,185.1,303.5,200.1,165.1,144.4,163.6,137.2,174.8,60.7
"historical",1887,318.1,241.9,95.3,183.3,85.9,105.5,174.7,256.5,108.2,200.8,173.7,180.4,297.9,157.7,239.3,195.5,162.2,163.5,165.8,85.9
"historical",1888,280.5,187.3,176.4,165.1,109,117.6,119.7,272.8,88,201.8,178.1,124.9,393.3,190.9,172.3,189.1,160.1,188.1,183.3,88
"historical",1889,226.9,186.1,125.1,170.2,89.8,101.8,140.9,218.4,105.6,296.3,186.2,200.1,360.8,188.7,202.4,171.1,152.6,204.3,200.8,89.8
"historical",1890,326.4,155.5,182.6,175.2,137.7,73.3,120.9,176.1,66.2,271.6,201,190.5,287.3,246.7,215.1,191.3,138.4,226.9,205.9,66.2
"historical",1891,266.9,184.8,69.5,201,81.2,107.8,104.1,268.7,51.3,307.2,182.8,196.6,353,157.3,217.8,148.6,134,191.8,141,51.3
"historical",1892,249.7,179,91.3,150.9,81.6,74.3,156.5,221.6,89.3,256.3,213.2,157.1,390.5,219.2,197.3,159.5,143.4,182.3,215.7,74.3
"historical",1893,299.8,216.6,198.9,150.7,81.5,63.6,155.3,187.7,78.2,279.5,227.7,161.8,378.1,195.9,169.8,146.5,120.2,214.7,167.8,63.6
"historical",1894,240.4,186.3,77.3,167.6,83.7,98.2,196.6,252,96.1,243.8,209.9,159.8,357.7,221.9,249.3,202.6,155.8,170.8,247.3,77.3
"historical",1895,273.5,135.7,80.5,154.8,97.3,75.1,171.3,273.2,84.7,261.7,201.6,148.4,308.7,204.6,159.6,190.9,217.1,154.1,172.1,75.1
