"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,322.5,268.6,198.9,429.5,369.9,319.8,427.1,213.1,321.6,216.8,393.1,444,398.2,327.7,301.7,440.4,212.2,366.3,444
"historical",1851,402.5,252.5,244.7,393.8,379.6,343.7,349.7,218.6,273.7,311.2,450.8,414.2,408.9,408.3,312.3,489,264.5,321.1,489
"historical",1852,309.1,320.5,216.6,435,388.3,255.3,414.7,221.6,362.3,244.8,435.9,495.3,438.7,328.2,305.7,381.1,229.2,346.3,495.3
"historical",1853,343,349.6,280.3,414.6,349.9,370,356.8,229.6,284.2,279.6,394.5,370.5,369.4,324.4,315.1,381.7,266.5,342.4,414.6
"historical",1854,394,348.9,180.3,405.3,380.3,325.4,388.3,195.3,303.5,301.2,424.1,435.2,362.3,315.5,310.3,399.8,287.2,370.9,435.2
"historical",1855,307.6,288.1,294.9,394.2,342.8,281.6,328.4,266.7,353.7,253.2,382.8,436.7,378,312.6,292.8,455.5,237.9,365.7,455.5
"historical",1856,405.6,269,208.6,428.1,367.7,287.7,398.1,192.5,295.5,258.7,388.6,386.4,437.6,346.4,300.6,414.5,227.4,369.5,437.6
"historical",1857,333.1,221.9,187.5,283,385.7,347.5,389.4,236.2,338.8,233.2,411.5,395.1,393.7,351.2,316.9,378.1,240.9,331,411.5
"historical",1858,323.7,300.2,209.6,381.9,411.7,342.8,360.7,285.7,375.8,304.9,419.7,484.8,376.4,381.3,218.5,368.4,276,377.6,484.8
"historical",1859,372,173.8,222.2,407.1,328.6,325.5,396.3,209.7,299.6,266.1,438.5,423.7,351.9,333,291.9,411.6,269.8,348.8,438.5
"historical",1860,338.5,256.3,203.1,398.6,369.8,306,359.7,274.8,253.6,304.4,446.3,449.4,389.8,331.1,278,402.2,302.8,311.1,449.4
"historical",1861,317.3,280.2,246.1,476,395.7,272.7,344.7,330.8,345.5,321.4,468,454.6,384.3,361.4,285.3,398.1,276.7,341.8,476
"historical",1862,314.8,322.8,237.6,405.3,365.9,308.1,376.8,276.8,271,269.2,366,404.2,370.9,337.9,277.3,426.2,205.7,394.9,426.2
"historical",1863,372.2,317.6,267.3,437.3,350.7,338.5,423.3,248.2,300.7,276.2,442.3,447,405.6,369.7,233.8,366.2,261.3,338.5,447
"historical",1864,350.7,292.8,211,367.2,398.6,269.8,413.7,213.2,307.2,243.6,391.4,410.3,364.8,383.8,267.3,384.8,257.5,441.8,441.8
"historical",1865,399,297.2,242.2,404.7,342.1,284,343.3,200,370.6,278.8,433,467,394,388.5,312.4,385,211.3,294.7,467
