"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,16.7,15.2,24,20.9,27.4,15.8,23.2,20,7.8,27.4,30.2,49.2,31,17.4,17.6,46.5,24,6.3,6.3
"historical",1851,13,23.1,20.7,26.5,25,25.3,21.9,28.8,26.5,28.8,19.6,62.4,32.8,14.5,26.4,21.2,29.6,15.2,13
"historical",1852,18.4,25.6,32.3,26.5,20.4,19.2,18.8,20.5,10,33,17.7,52.7,29.3,26.8,21.7,35.4,19.3,18.4,10
"historical",1853,17.1,10.7,15.1,14,9.7,16.8,37.3,18.3,15.7,25.1,21.9,71.5,35.6,15.6,20.5,36.6,32,6.9,6.9
"historical",1854,30.4,16.2,18.2,11,16.2,14.8,25.5,14.8,14.3,28.3,21,38.2,13.8,13.4,24.8,23.3,14.6,7.1,7.1
"historical",1855,11.9,24.3,40.6,23.2,14.4,13.1,43.7,14.1,18,24.9,15.8,35.2,21.7,30.6,18.6,25,22.6,15.6,11.9
"historical",1856,18.4,18.6,53,20.1,10.1,14,40.9,13.6,11.6,22,30,21.5,43.4,12.5,11.1,33.7,20.4,13.2,10.1
"historical",1857,18.5,17.9,38.6,24.4,19.7,26.6,23.3,26.5,25.9,20.9,20.9,52.8,8.4,10.1,17.6,22.7,20.3,13.2,8.4
"historical",1858,20.4,22.2,36.8,17.6,19.4,22,24.1,18.8,11.7,20.8,23.5,63.1,26.5,9.6,20,26.7,27.1,18.4,9.6
"historical",1859,13.4,27,15.9,35.4,24.1,18.2,40,18.9,8.5,26.9,23.2,29.5,18.8,22.9,14.7,17,24,8.3,8.3
"historical",1860,31,37.8,23.4,18.1,9.2,14.9,32.5,14.3,20.8,18.1,17.1,40.4,23.5,6.4,17.5,25.4,19.4,6.9,6.4
"historical",1861,36.3,38,27.5,20.3,19.5,17.2,28.7,17.8,12.4,23.8,20.5,33.9,19.2,30.9,21.7,26.4,24,16.2,12.4
"historical",1862,21,23.6,8,25.3,26.1,15.7,36.7,25.9,7.2,5.5,24.4,49.8,31.5,17.3,23,22,23.4,10.9,5.5
"historical",1863,12.3,38.1,35.5,26.3,12.3,17.5,27.2,15.2,8.8,32.3,33.5,32.5,18,24.9,16.8,26,18,8.2,8.2
"historical",1864,26.3,27,41.7,19.4,20.5,13.9,22,16.1,31.7,22.5,26.4,45.8,31.9,17.1,15.4,29.9,16.1,13.8,13.8
"historical",1865,21.1,18.5,50,25.8,9.9,16.6,27.6,27.4,21.5,24,17.8,40.8,16.3,21.5,21.8,24.9,30.9,18.5,9.9
"historical",1866,7.2,25.1,27.7,21.8,16.2,21.4,19.3,15,6.5,33.9,18.1,56.7,32,10.3,9.8,31.5,17.7,17,6.5
"historical",1867,9,17.7,34.7,28.5,24.9,14.9,33.7,17.2,21.8,34.4,23.4,39.1,18.6,13.4,22.6,28.9,20.9,3.6,3.6
"historical",1868,16.8,25.7,19,18.3,23.8,15.8,38.4,23.6,15.8,21.9,19.7,42.4,24.8,25.1,17.9,21.9,13.2,10.4,10.4
"historical",1869,21.3,13.7,29.4,19.8,22.5,15.7,21.9,12.1,4.3,31.3,14.2,91,21.9,14.7,10.8,18.8,19.4,14.9,4.3
"historical",1870,17.6,22,25.4,24.3,16.2,11.2,18,11.9,22.4,17.5,22.9,68.7,25.8,24.3,9,35.4,19.6,19.5,9
"historical",1871,18,27.5,31.6,20.2,23.4,16.9,31.4,21.6,13,23.6,35.4,36.9,20,13.1,7.6,25.8,27.6,13.6,7.6
"historical",1872,11.8,27.4,24,27,14,16.2,53.6,21.2,17.9,25.6,17,33.5,13.1,16.1,12.5,43.9,14.8,18,11.8
"historical",1873,25.2,36,40,26.3,12.6,16.7,41.6,11,22.2,34.6,20.1,42.9,24.9,12.7,20.8,16.3,9.9,16.6,9.9
"historical",1874,21.5,36.8,37.5,23.1,19.3,13.2,20.3,21.3,17.7,20.9,18.2,44.2,20.9,9.8,22.8,23.8,29,10.8,9.8
"historical",1875,23.2,16.7,31.5,23.3,14.6,16.1,35.6,21.2,11.4,31,31.8,56.6,30.2,16,7.5,19.4,19.5,7.9,7.5
"historical",1876,19.6,36.1,18.9,23.3,16.8,21.9,28.9,18.2,12.1,10.4,37,30.2,22.8,27,9.4,29.6,22.6,12,9.4
"historical",1877,25.1,18.9,28.1,24.1,20.9,16.5,28.4,17.7,12.6,30.9,13,39.3,24.5,22,16.6,38,20,12.9,12.6
"historical",1878,24.2,28.2,10.7,12.7,19.1,16.4,30,26.5,22.9,18.3,28.8,45.7,18.5,18.2,14.4,21,32.6,20.6,10.7
"historical",1879,16.9,36.1,36.3,23.8,23.5,19.5,34.2,22.2,22.5,22.7,12,70.6,16.9,15.6,15.8,25.6,22.7,15.5,12
"historical",1880,16.7,35.9,11.5,18.9,14.7,13.1,32.7,16,14.8,34.2,27,85.6,18.6,23.1,18.3,27.3,10.1,9.2,9.2
"historical",1881,23.8,33.6,25.2,25.8,15.4,13.9,41.7,12.9,26.2,18.9,22.8,64.6,22.8,15.6,14.6,41.4,23,10.9,10.9
"historical",1882,12.6,16.4,34.5,16.3,13.7,8.9,41.8,22.5,11.1,18.2,23.3,50.8,26.3,15,24.3,27.9,28.1,18.5,8.9
"historical",1883,20.2,30.8,23.9,26.7,14.6,26.1,45.3,16.4,24,22.4,28.9,24.2,16.4,16.7,20.4,32.2,26.9,15.5,14.6
"historical",1884,29.3,20.5,29.9,18,18.7,23,42,11,20.3,16.4,27.3,19.4,18.8,17.6,14.6,34.9,17.2,15.6,11
"historical",1885,19.7,10.7,26.4,19.2,14.9,21.1,23.6,14.9,22.6,27.8,19.2,41.7,14.3,15.4,14.9,41.8,16.1,13,10.7
"historical",1886,12.4,30.1,19.1,24.9,21.6,25,37.8,10.5,12,13.2,20.6,66.5,24.3,16.4,14.5,27.6,23.6,6.3,6.3
"historical",1887,26.6,21,26.1,23,20.2,22.3,32.5,16.4,17.2,14.8,16.1,61.5,23.6,18.1,16.2,45.3,19.6,13.8,13.8
"historical",1888,15.6,19.6,28.3,29.5,17.1,16.2,23.3,21.5,18.8,20.5,24.2,37.4,30.8,16.8,6.5,24.9,7,8.9,6.5
"historical",1889,14.1,35.1,36.1,36.3,8.5,14.8,18.4,21.2,14.2,31.7,31,49.3,26.7,16.6,14.3,33.5,29.2,18.6,8.5
"historical",1890,22.1,10.9,30.7,22.7,19.1,16.8,35.8,27.9,27.8,15.3,32.3,35.5,30.6,19,17.1,27.1,19.5,13.5,10.9
"historical",1891,12.9,43.8,48.9,22.7,20.8,19.6,39.6,26.4,18.2,20.8,39,48.2,36.3,10.2,14.3,31.1,21.3,9.5,9.5
"historical",1892,16.8,27.6,17.8,20.8,16.1,21,19.9,28.3,16.7,21.9,22.6,47,31.2,20.1,12.2,39.3,12.1,13.3,12.1
"historical",1893,16.6,27.3,27.4,21.4,17.8,15.9,44.1,24.6,10.8,24.7,24.4,80.4,25.6,16.6,14.3,46.8,22.9,11.8,10.8
"historical",1894,19.1,35.1,54.9,24.7,21.2,18.5,29.8,14.2,16.8,27.5,23.9,57,21,11.6,14,35.3,21.1,7.5,7.5
"historical",1895,13.9,24.7,36.9,27.7,11.4,16.3,21.2,18.2,19.3,22.8,28.5,53.9,17.9,14,13.2,40.7,28.4,22,11.4
"historical",1896,14.4,30.9,25.3,26.3,5.7,7.3,15.1,15.6,27.6,27.1,25.1,49.4,29,13.2,17.1,15.1,15.6,11.5,5.7
"historical",1897,29.6,21.6,26.8,28.2,12,11.6,21.3,17.9,7.4,20.4,13.9,42.5,19.5,15.8,18.1,28.4,32.9,13.9,7.4
"historical",1898,19.3,27.8,22.4,13.1,25.1,18.2,34.7,15.7,18.4,12.1,19.9,67.1,12,15.1,16.8,43,22,19.6,12
"historical",1899,15,19.8,19.4,14.2,12.5,11.3,34.4,17.6,16.1,19.6,22.5,59.6,30.5,20.2,17,26.3,19,8.7,8.7
"historical",1900,21.8,21.3,28,16.3,18.4,15.8,35.6,19,18.1,41.8,30,76.9,27.4,13.7,13,49.1,34.7,17.8,13
"historical",1901,15.7,41.2,36.5,13.9,16.8,28.4,42.6,19.8,10.3,28.1,27,56.7,24.5,17.8,15.1,28.1,31.4,9.4,9.4
"historical",1902,15.9,30.2,37.8,21.9,12.5,7.8,27,11,22.9,29.5,29.6,56.9,23.9,16.1,17.2,33.6,24,6.8,6.8
"historical",1903,20.7,33.9,38.1,22.8,11.7,16.8,32.9,16.9,20.7,7.8,26.5,53.6,30.8,9.8,22.1,30.1,12.9,10.8,7.8
"historical",1904,17,15.9,31.8,18.4,21.5,20.1,27.6,19.6,23.4,28.6,31.2,47,21.9,18.7,22,39.1,23.2,6.6,6.6
"historical",1905,10.7,14,29.7,15.2,7,16.1,37.1,20.3,12.4,26,13.9,38.7,27.6,10.2,29.1,23.3,20.9,6.8,6.8
"historical",1906,19,26.6,48.1,25.9,22.8,24.6,34.6,16.3,6.8,26.1,25.4,28.7,14.5,16.5,15.1,40.7,33.7,17,6.8
"historical",1907,26,22.2,30.9,18.3,13.7,10.5,30.8,21.1,26.7,35.1,21.7,73,25.2,19.5,14,18.9,20,14.5,10.5
"historical",1908,14.1,32.5,16.2,12.2,18.2,19.5,27.3,14,25.3,18.9,15.4,54.1,42.2,20.9,29.9,18.2,20.1,8.2,8.2
"historical",1909,30.6,25.2,18.2,16.1,19.1,20.1,50.8,27.2,18.5,23.4,20.2,49.3,30.3,16.6,10.8,40.3,18.3,15.4,10.8
"historical",1910,14.5,32,52.7,10,11.7,24.8,15.1,19,21.7,21.6,20,67.5,14.7,15.2,20.1,21.7,30.7,16.4,10
"historical",1911,17.6,30.3,30.9,18.3,18.9,24,30.3,21.2,11.3,27.9,18.5,58.5,13.3,8.9,20.7,27.6,14.7,14.1,8.9
"historical",1912,19.9,28.3,37.2,13.5,13,13.7,28.3,29.6,14,24.6,12.7,38.2,22.7,17.3,14.9,32.6,17.2,13.8,12.7
"historical",1913,20.8,24.8,48.2,21.5,14.4,14.5,21,11.8,16.9,26.8,12.6,73.3,23,10.4,14.2,16.9,28.9,4.3,4.3
