"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,762.7,566.8,573.2,627.6,469.5,448.9,NA,683.3,465.7,595.5,662,721.7,1295.9,848.9,646.7,567,698.9,537.9,586.6,653.3
"historical",1851,744.5,556.9,587.9,568.7,521.9,511,432.1,711.7,463.8,687.4,650.8,676.9,1185.1,805.7,604.2,553.2,732.6,578,641.4,642.8
"historical",1852,746.8,697.6,537.1,590.9,569.2,445.8,439,762.6,510.7,670,695.3,674,1215.6,856.8,622.5,567.7,728.8,573.8,623.3,659.3
"historical",1853,786,611.7,519.6,618.7,462,469.8,505.2,716.8,492.7,629.4,646.1,728.8,1176.6,788.5,632.6,579,706.5,565.2,603.3,644.1
"historical",1854,751.4,582.1,511.9,640.7,499.4,432.9,493.7,709.4,449,649.2,654.7,702,1233.1,770.1,594.1,568.7,692.4,616.4,632.4,641.2
"historical",1855,729.1,520.7,518.9,590.2,486.6,469.8,479.1,759.8,462.3,679.8,661.4,691.4,1117.5,789.3,602.9,586.3,678.9,571.6,607.8,631.8
"historical",1856,711.5,581.9,518.5,593,423.6,460.7,486.9,783.3,508.8,613.6,676.4,711.1,1151.8,845.1,593.4,592.1,715.7,617.7,608.7,641.8
"historical",1857,655.5,609,557.8,552,522.3,502.9,437.7,721.1,444.5,649.2,676.8,711.4,1184.7,752.9,638,602.6,683.3,620.1,638.5,640
"historical",1858,687.5,623.1,620,550.3,465.5,487.6,510.5,741.8,494.5,628.7,656.6,729.5,1220.2,790,584.4,567.1,602.3,580,616.2,639.8
"historical",1859,696.3,525.6,574.3,600.5,502.4,445,461.6,730.7,437.6,595.2,681.5,691.9,1075.6,801.3,658.4,531.3,630.7,604.8,587.5,622.7
"historical",1860,719.7,613.1,509.5,627.6,499.2,483.9,487.5,715.9,464.9,609.2,664.1,689.5,1018,794.4,580,594.4,761.7,577.9,595.7,631.9
"historical",1861,673.4,611.8,504.6,586,482.2,519.3,467.3,771.5,474.1,613.6,659.5,761.1,1150.4,837.6,602.5,534.5,668.2,638.2,606.5,640.1
"historical",1862,741.2,636.4,614.6,571,488,439.6,478.5,731.6,498.6,641,675.8,699.2,1219.6,787.6,640.9,603.6,749.3,519.6,614.7,650
"historical",1863,665.9,577.7,533.3,621,516.7,467.3,478,692.7,467,579.1,694,717.2,1175.1,775.4,560.4,547.7,665,628,651.6,632.3
"historical",1864,744,661.1,543.5,563.9,516.7,475.9,483.4,659.3,529.9,787.1,656.3,736.5,1167.1,794.4,623.6,574.2,788.9,596.5,619.6,659
"historical",1865,740,505.6,620.7,583.2,505.6,497.4,444,715.9,441,732,659.8,732.4,1087.9,746,629.3,599.8,765,609,589.6,642.3
"historical",1866,691.2,649.5,580,579.2,475.8,509.4,502.3,592.2,454.5,595.1,663.8,713.8,1198.9,799.1,676.9,528.8,729.7,544.1,657.4,639
"historical",1867,664,653.8,570.2,618.2,489,477.3,506.2,692.5,446.6,680.1,648.2,754.1,1244.1,745.9,593.2,562.8,738.8,587.9,626.3,647.3
"historical",1868,728.9,557.3,529.6,588.5,490.8,502,432.6,792.8,500.6,692.8,699.4,724,1190.2,802.8,612.8,560.1,652.3,634.8,569.2,645.3
"historical",1869,684,592,542.4,577.2,475.4,494.2,439.9,796.9,493,570.2,704.4,711.8,1298.8,714.6,649.2,574.8,691.8,547.4,675.6,643.9
"historical",1870,738.2,669,592.5,585.4,491.1,443.2,445,663.1,450,705.8,612.7,730.2,1185.5,777.7,685.4,558.9,625.7,623.2,646.1,643.6
"historical",1871,724.3,701.8,585.3,635.4,513.6,436.4,487.8,795,517.2,638.2,637.3,735.1,1137.8,832.9,608.7,597.4,696.2,638.9,628,660.4
"historical",1872,714.3,538.4,623.1,565,533.2,459.5,459.7,792.6,495,748.2,697.7,720,1110.9,793.5,649.3,639.3,742.2,569.5,613,656
"historical",1873,737.2,525,583,534.9,518.4,440.8,441.4,714.8,513.8,641.8,658.1,705.1,1189.3,779.8,641.4,599.9,742.6,575.5,574.3,637.7
"historical",1874,761.6,652.1,603.2,597.2,553.6,471.6,478.1,741,499.8,690.2,663.9,705.8,1260.6,769.3,617.6,547.1,665.7,599.6,625.4,658.1
"historical",1875,691.1,649,527,580.4,533.2,480.6,543.6,745.7,429,658.6,680,757,1221.1,827.8,681.9,500.3,683.9,538.8,691.6,653.7
"historical",1876,712.3,642.3,527.4,579.9,501.3,461.9,475.6,747.5,471.4,641.8,648.4,726.9,1155.1,824.6,587.7,544.6,705.6,553,650.7,639.9
"historical",1877,692.1,497,544,587.7,496.1,515.6,523.6,764.6,465.9,650.8,617.7,686.2,1310.4,735.4,625.3,503.2,736.5,563.2,605.9,638
"historical",1878,737,599.2,521,621.1,485.7,433.2,534.5,699.6,456.1,629.4,651.3,732.4,1245.9,766.8,627.5,597.4,733.4,594.8,592.5,645.2
"historical",1879,723.8,653.7,588.4,649.2,512.5,465.7,547.4,733.7,443.6,666.2,650.7,736.1,1184.8,763,597.3,609.8,653.1,643.3,659.2,656.9
"historical",1880,758.6,595.9,522,611.1,496.7,508.5,501.5,761.1,456.3,663,643.6,750.9,1202.9,770.4,613.3,555.4,704.7,625.8,653.5,652.4
"historical",1881,689.1,697.1,578.8,653.9,503.2,499.3,446.6,809.5,408.8,670.2,698.9,707.9,1158.1,774.2,558.4,578.9,766.1,612.9,599.4,653.2
"historical",1882,708.6,641.3,581.8,611.8,432.6,457.9,456.4,781.3,491.6,529.7,685.2,674.4,1155.6,831.4,659.7,599.7,686.8,544.1,652.4,641.2
"historical",1883,751.9,643.2,541,576,493.1,481.3,434.8,679.8,468.9,664.2,666.6,708.3,1207.1,783.6,628.8,598.2,706.6,589,580.9,642.3
"historical",1884,707.3,499.9,546.2,621.6,474,521.2,478.3,690.4,486.3,666.4,675.9,690.1,1128.6,794.5,677.9,533.7,661,566.8,556.9,630.4
"historical",1885,719.4,556.6,546.4,601.1,498,446.7,425.9,654.2,452.1,552.5,606.5,687.2,1078.6,735.7,597,537.1,658.3,666.9,649.1,614.2
"historical",1886,709.8,544.5,553.7,629.8,497.1,447.4,499.1,752.9,476.4,669.6,632.4,737.3,1205.3,830.7,600.3,516,708.4,571.6,632.4,642.9
"historical",1887,721.2,640.4,563.8,587.4,461.4,515,529.4,747.2,484.2,599.8,626,716.1,1148.2,777.5,646.5,566.4,700.1,601.6,641.5,646
"historical",1888,697.8,604.7,653,607.9,555.4,513.3,469.3,722.7,460.1,568.1,661.3,716,1188.8,805.8,546.8,566.5,661.6,614.5,566.9,641.1
"historical",1889,736.4,629.3,542.1,620,453.3,484.9,472.7,711.1,498,734.9,664.1,710.3,1173.3,783.3,574.6,569,690.3,564.3,637.5,644.7
"historical",1890,740.9,636.8,559,569.5,474.6,429,476.9,725.5,462.1,689.8,691.5,706.8,1226.7,772.8,643,554.7,716.1,584,661.4,648.5
"historical",1891,705.2,588,535.3,627.6,510.8,445.8,454.1,711.6,482.3,631,628.5,693.1,1204.1,746,617.9,560.1,689.4,620.7,588.8,633.7
"historical",1892,709.8,581.5,569.9,627.3,528.7,443.3,475.1,693.1,519.4,619,729.6,722.1,1165.3,822.9,726.2,572.4,660.2,603.4,603.7,651.2
"historical",1893,814.9,654.2,664.1,604.3,470,434.6,556.9,743.9,453.3,665.5,693.3,723.5,1278.2,772.5,645,536.7,724.9,596.8,535.6,661.5
"historical",1894,675.3,610.6,620.8,585.6,478.2,478.1,511.1,691,476.1,656.8,691.3,756.4,1122.5,814.2,630.4,615.2,659.2,545.1,620.3,644.1
"historical",1895,679,607.2,531,618.4,495.4,498.9,514.5,703.2,524,664.4,674.9,767.5,1119.3,762.8,622.2,566.5,695.7,561.1,616.5,643.3
"historical",1896,785.8,637.2,667.7,608,511.6,440.5,512.7,836.1,427.8,636.6,644.8,677.9,1147.6,786.6,576.1,528,649.1,546.9,644,645.5
"historical",1897,718.5,659.7,610.4,619.8,552.2,495.9,464.1,703,471.3,588.6,662,713.3,1188.2,787.2,592.6,576.6,644.1,598,616.2,645.4
"historical",1898,678,578.8,568,614.2,477.2,445.9,585.7,756.1,516.6,604.5,647.7,703.6,1207.1,756.5,566.3,564.6,696.3,650.4,614.5,643.8
"historical",1899,713.8,666.6,522,589.2,502.9,473.4,486,722.5,501.8,646.8,649.7,710.3,1238.9,765,563.9,573.6,730.6,586,603.3,644.5
"historical",1900,683.5,659.3,594.1,604.8,452.9,450,460.1,647.1,555.5,624,678.9,718.7,1247.1,811,674.5,591,684.2,580.9,584.3,647.5
"historical",1901,741.9,667.4,591.6,564.4,488.1,489.4,495.2,783.5,454.9,728.7,632.4,714.4,1165.5,796.1,608.6,563.6,675.7,598.3,602.7,650.7
"historical",1902,735,590.3,538.1,592.4,491.6,494.3,532.4,746,475.4,626.4,693.7,756,1158.5,775.1,598.2,552.6,729.1,575.9,654.2,648.2
"historical",1903,703.3,619.8,582.5,580.8,515.5,440.2,504.4,738.7,447.4,641.1,677.1,724.8,1196.1,835,603.5,604.6,704.1,545.8,612.9,646.2
"historical",1904,722,605.3,518.1,602.4,501.7,454.2,470.8,689.4,465.8,607.5,655.2,691.6,1244.4,807.3,654.6,596.9,649.7,651.7,605.3,641.8
"historical",1905,695.6,576,507.1,615.6,536.1,468.9,500,729.6,492.4,627.6,636.5,724.9,1106.8,760.5,680.2,586.1,652.2,630.5,600.5,638.3
