"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,2823.7,2677.2,2126.6,1884,2921.7,2841,NA,2186.2,1621.6,2647.4,1655.6,2977,1560.6,1845.5,2569.6,2166.6,2734.5,2585.1,2538.1,2977
"historical",1851,3008.1,2612.3,2085.3,1901.9,2787,2761.3,2653.5,2377.7,1780.2,3090.7,1747.8,2492.6,2032.8,2092.9,2507.8,2168.7,2488.8,2392.6,2792.9,3090.7
"historical",1852,3039.6,2979.6,1823.6,1895.3,2874.8,2814.7,2230.8,2417.8,1829.6,2992.4,1624.9,2593,1944.7,2186.9,2744.4,2551.3,3075.1,2733.2,2811.7,3075.1
"historical",1853,2836.4,2844.9,2248.1,2215.8,2987.2,2668.8,2087.4,2816.6,1561.9,2863.7,1814.4,2729.1,2003.7,2215,2489.1,2179.7,2593.3,2914.6,2691.1,2987.2
"historical",1854,2758.5,2813,1693.2,2001.3,2930.3,2705.7,2255.1,2497.4,1710.5,2727.8,1607.1,2598,1690.4,1852,2589.2,2314.9,2555.7,2575.5,2968.5,2968.5
"historical",1855,3193.6,2698.6,2063,1997.9,2733.4,3026,2179.1,2712.1,1848.7,2614.3,1661.4,2510.3,2014.4,1871.7,2552,2392.8,2498.4,2676.7,3008.5,3193.6
"historical",1856,2829.8,2560.8,1903.5,1960.7,2619.8,2921.7,2420.9,2578.5,1646.6,2514,1856.4,2624,1522.8,2042.8,2586.5,2649.5,2861.1,2991.9,2878.6,2991.9
"historical",1857,2818.7,2578.5,2194.8,1806.7,2778.3,2833.8,2533.1,2418.8,1531.2,3061.2,1759.5,2513.1,1844,2072.8,2584.4,2689.5,2792.4,2818.2,2803.1,3061.2
"historical",1858,3004,2538.4,2296.6,1857.1,2628.9,2969,2684.6,2118.8,1923.2,2413.6,1861.9,2400.8,2230,2100.5,2688.7,2330.4,2709.8,2859.3,3092.7,3092.7
"historical",1859,2819.9,2487.6,1745.9,1945.1,3278.4,2669.8,2224.5,2552.4,1794,3039.6,1659.7,2414.1,1450,2014.5,2759,2262.1,2702.3,2662.7,2507.7,3278.4
"historical",1860,2646.4,3183.2,1934,2111.2,2685.5,2972.2,2321.5,2264.5,1694.4,2893.1,1730.4,2802,1937.3,1937.1,2942,2653.4,2723.3,2689.9,2612.1,3183.2
"historical",1861,2681,2817.3,1858,1769.8,2663.1,2650.4,2580.3,2980.4,1477.7,2298,1538.4,2550.5,1783.1,1972.8,2371,2308,2933.8,2637.4,2550.1,2980.4
"historical",1862,2783,2542.1,1802.9,1929.8,2878.1,2666.7,2598.3,2589.7,1831.9,2693.2,1667.7,2635,1747.2,2216.6,2796.9,2323.7,2904.8,2376.6,3004.8,3004.8
"historical",1863,3026,2535.6,1691.9,2011.9,2859.9,2671.7,2127.1,2341.8,1841.3,2484,1711.3,2674.4,1606.9,2004.1,2555,2279.8,2939.3,2565,2678.3,3026
"historical",1864,2935.1,2876.9,1759.3,1904.1,2915.1,2823.8,2419.1,2275.6,1903.9,2671.1,1707.6,2608.3,1601.1,2038.1,2702.9,2369.8,2936.1,3022.9,2803.1,3022.9
"historical",1865,2659,2797.3,2300.1,1851.7,2714.1,2562.4,2403.5,2429,1898.3,2720.3,1755.4,2598.3,1690.5,2106.5,2538.6,2152.2,2609.6,3045.6,2745.7,3045.6
"historical",1866,2859.1,2919.2,2581.1,2029.4,2732.2,3120,2231.8,2495.8,1579,2214.9,1829.9,2317.1,1588.9,1839.4,2274.8,2592.5,3018.5,2502.7,2782.5,3120
"historical",1867,2876.9,2834.8,2306.6,2071.8,2883.3,2617.3,2536.1,2597.9,1459.8,2999,1828.1,2886.9,1884.2,1924.9,2405.1,2399.2,2559.2,2874.2,2693.9,2999
"historical",1868,2588.7,2871.2,2052.8,2000.3,2660.4,2809.4,2200.5,2609.5,1457.8,2921.3,1934.6,2716.6,1691.8,1981.9,2543.2,2360.4,2699.2,2582.8,3073.5,3073.5
"historical",1869,2664,2608,2038.5,2048.5,2669.7,2870.1,2120.6,2767.8,1723.3,2332.8,1764.1,2437.8,1672.4,1755.6,2670.1,2243.9,2537.4,2617.7,3198.8,3198.8
"historical",1870,2885.4,3059.1,1934.4,1973.4,2587.2,2716.1,2405.7,2474.4,1601.7,2369.6,1569.9,2570.2,1519.3,1910.3,2651.3,2662.5,2825.5,2776.4,3011.1,3059.1
"historical",1871,2734.5,2395.7,2120.6,2208.9,2942.5,2754.4,2749.8,2484.1,1616.5,2656,1669.7,2517.5,1628.8,1862.9,2669.8,2368,2490,2812.1,2863.7,2942.5
"historical",1872,2529.8,2805.2,2089.6,1872.4,2659.5,2867.8,2169.6,2859.5,1727.6,2675.7,1736.7,2860.4,1948.1,1921.3,2584.4,2439.6,3249.1,2754.3,2479.9,3249.1
"historical",1873,2730.1,2622.9,2068.9,2042.3,2918.8,2609.6,2397.2,2461.9,1838.6,2347.6,1705.1,2692.2,1773.3,2040,2601.6,2305.9,2970.8,2382.6,2872.9,2970.8
"historical",1874,2663.1,2820.2,2077.4,1721.9,2681.6,2681,2329.1,2488.2,1664.1,2655.9,1753.3,2579.2,1948.3,2123.7,2781.1,2179.2,2640.9,2553.9,3043.9,3043.9
