"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,40.3,75,95.6,52.1,94.7,46.3,83,45,64.3,45.4,73.9,125.3,102.4,66.2,60.4,120.9,87.7,66.9,40.3
"historical",1851,79.5,121.2,23.9,68.9,76.2,79.6,107.4,72.8,68.6,61.3,80.4,96.3,81.5,64.7,75.3,97.3,129.1,69.9,23.9
"historical",1852,82.9,81.2,91.9,75.2,71.8,47.8,116.8,59.2,40.2,58.2,61.5,77.6,84,54.4,82.1,70.5,103.8,42.2,40.2
"historical",1853,67.3,83.4,126.2,74.2,76.5,73.5,105,49.9,50.1,56.2,64.3,106.3,60.5,55.3,77.2,126.4,123.9,63.1,49.9
"historical",1854,46.7,102.2,75.3,87.1,63.5,66.7,115.1,44.6,53,72.4,60.9,103.1,65.8,70.2,75.6,111.4,100.5,60.4,44.6
"historical",1855,82.1,71.4,100.2,77.1,54.9,67.4,119.9,49.1,43,52.8,66.1,117.6,84.1,58.2,92.1,97.3,96.1,62.6,43
"historical",1856,80.6,94.7,93.3,85.1,77.6,68.7,124,27.6,59.7,66.1,58.2,117.7,57,45.7,56.6,112.2,89.6,57.6,27.6
"historical",1857,52.5,75,96.2,63,81.5,84.8,115.9,56.1,42.1,60.7,72.4,109.6,71.2,62.5,85.5,106.5,95.1,63.9,42.1
"historical",1858,83.1,79.8,128.9,83.4,61.7,63.5,109,27.2,73,54.8,58.2,83.6,58.7,28.1,82.8,72.4,79.9,59.6,27.2
"historical",1859,60.3,81.9,102.8,74,57.4,68.6,90.8,33.3,50.7,58.9,56,95.6,67.3,71.9,64.3,110.8,95.7,33.5,33.3
"historical",1860,94,70.8,94,68.3,60.4,87.3,138.8,51.1,44.6,59.8,51.5,90.4,96.6,106.7,84.9,121.1,81.9,71.2,44.6
"historical",1861,71.8,59.8,89.4,63,80.2,66.2,113.5,43.5,52.4,50.6,61.5,139.7,67.2,52.8,66,79.9,61,46.3,43.5
"historical",1862,53.9,95.2,89,76.6,78.8,59.5,74,44.6,64.2,39.2,55.3,107.4,90.4,73.6,77.5,103.5,108.2,75.7,39.2
