"Year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","PPT","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave","Tave_wt","Tave_sp","Tave_sm","Tave_at","NFFD","NFFD_wt","NFFD_sp","NFFD_sm","NFFD_at","FFP","PAS","PAS_wt","PAS_sp","PAS_sm","PAS_at","EMT","EXT","RH","RH_wt","RH_sp","RH_sm","RH_at"
1901,-5.62112676056338,-3.4,2.56901408450704,6.03802816901408,13.9732394366197,13.7070422535211,19.3281690140845,22.0985915492958,11.3239436619718,9.22394366197183,1.26619718309859,-2.78028169014084,-12.9042253521127,-12.6422535211268,-6.7887323943662,-3.74507042253521,2.18169014084507,2.39859154929577,6.30140845070423,7.42816901408451,2.06901408450704,-0.336619718309859,-5.1169014084507,-8.99295774647887,150.802816901408,111.225352112676,73.8028169014084,72.4929577464789,60.2816901408451,113.943661971831,80.0704225352113,49.5352112676056,81.5633802816901,87.8591549295775,130.915492957746,131.535211267606,1144.02816901408,413.87323943662,206.577464788732,243.549295774648,300.338028169014,2.39911971830986,-7.01197183098592,2.37136150234742,11.8769953051643,3.07159624413146,99.7777000556535,4.57282021092164e-05,10.8662971002286,77.9680321670354,10.9433376901393,69.4757903020894,971.441948390712,379.716820630289,142.517646587964,231.635360899135,229.449532751705,-34.4584052957746,24.073228143662,65.3459102322482,71.946826821368,63.3928781079627,59.7267388314004,70.4207119252319
1902,-4.37464788732394,0.297183098591549,0.723943661971831,6.8112676056338,11.8985915492958,14.4845070422535,17.5957746478873,18.8352112676056,13.2577464788732,8.85774647887324,-2.09295774647887,-5.32676056338028,-11.887323943662,-7.54929577464789,-8.15352112676056,-3.77183098591549,1.74225352112676,2.43380281690141,4.96338028169014,5.41971830985915,1.57746478873239,-1.11408450704225,-8.8887323943662,-12.4394366197183,95.5070422535211,115.253521126761,102.887323943662,72.5211267605634,116.971830985915,100.183098591549,104.295774647887,78.3239436619718,67.0985915492958,68.9014084507042,185.422535211268,149.43661971831,1256.80281690141,394.380281690141,292.380281690141,282.802816901408,321.422535211268,1.80416666666667,-8.63239436619718,1.54178403755869,10.6220657276995,1.93286384976526,94.6836204984739,8.50357712082895e-06,8.76516177034059,78.3021924484501,7.61486380907682,64.5339908656917,1086.82789344136,374.260304947648,223.88437452637,263.74850661646,268.968592150942,-36.4718133591549,21.1585828802817,64.830907228838,68.8153053539412,64.3207807155253,60.1195636597924,66.433929362409
1903,-3.7169014084507,-3.76478873239437,-1.19718309859155,5.86338028169014,11.4295774647887,19.0352112676056,17.0774647887324,17.1732394366197,10.1,7.20281690140845,-1.24507042253521,-1.65633802816901,-10.9859154929577,-14.3704225352113,-12.5774647887324,-4.57887323943662,-0.290140845070423,5.6943661971831,5.69014084507042,6.67605633802817,1.7830985915493,-1.48732394366197,-8.39577464788732,-7.92535211267606,132.647887323944,36.056338028169,131.239436619718,69.0704225352113,58.4225352112676,81.9577464788732,132.056338028169,96.943661971831,169.183098591549,71.887323943662,143.267605633803,81.943661971831,1204.67605633803,296.535211267606,258.732394366197,310.957746478873,384.338028169014,1.48057511737089,-5.6443661971831,-0.225117370892019,11.8910798122066,1.32629107981221,101.412785950262,0.000185605642701094,1.30646742191119,91.3717401077912,8.73446783399428,80.4680332536047,1010.63706910862,259.58737854281,185.598424871783,298.298246092202,303.84401525276,-32.0206591338028,22.8332045591549,64.7759216421166,72.1596261272639,59.0457255129483,63.2051923358538,70.5926636234222
1904,-3.9830985915493,-5.58169014084507,-1.73521126760563,9.01971830985915,11.8746478873239,15.5492957746479,20.1887323943662,20.4859154929577,14.5633802816901,7.63943661971831,3.75492957746479,-2.98169014084507,-11.1929577464789,-14.0422535211268,-11.1774647887324,-2.7887323943662,0.290140845070423,2.56760563380282,5.69295774647887,5.49718309859155,2.17323943661972,-1.01830985915493,-3.65774647887324,-8.93943661971831,128.788732394366,212.070422535211,141.12676056338,51.9295774647887,50.7887323943662,69.0845070422535,49.2112676056338,55.6760563380282,50.7464788732394,72.2957746478873,89.6760563380282,115.267605633803,1086.66197183099,359.323943661972,243.845070422535,173.971830985915,212.718309859155,2.17494131455399,-6.50305164319249,0.913849765258216,11.6636150234742,3.90915492957746,92.7890550936971,9.69157787696227e-05,1.82182009178572,79.9405197158286,11.0266244391623,67.8502313687295,932.471914382868,322.775764962314,199.619474731008,163.03590266593,144.828740187296,-32.829765028169,20.8819233830986,63.4606164657804,72.8694107661388,60.7522677825277,56.4683436057628,67.398741273578
1905,-5.13380281690141,-4.44366197183099,4.38732394366197,8.15211267605634,12.156338028169,15.7028169014085,20.8549295774648,19.212676056338,13.3478873239437,3.05915492957746,-0.223943661971831,-2.86760563380282,-11.9535211267606,-14.530985915493,-4.60422535211268,-3.7169014084507,-0.485915492957746,3.35915492957746,6.49295774647887,6.14225352112676,3.12816901408451,-4.39295774647887,-6.23380281690141,-9.24366197183099,89.1549295774648,68.0281690140845,64.4788732394366,46.2676056338028,90.8450704225352,98.2112676056338,55.8169014084507,50.2394366197183,94.7746478873239,122.507042253521,125.30985915493,73.8028169014084,979.43661971831,236.760563380282,201.591549295775,204.267605633803,342.591549295775,2.0068661971831,-6.8849765258216,2.6481220657277,11.9607981220657,1.44741784037559,101.746656825803,4.65155241312959e-05,0.953461809052653,84.3047810837565,16.4883819974668,75.3367934708763,765.999322875478,215.077073742547,130.858051134362,194.804175362782,225.544412650041,-33.5199050352113,21.1452403140845,64.5738327898052,72.1538727555302,61.1166270837046,58.9894192372686,71.1218600002001
1906,-4.14084507042254,-0.836619718309859,1.70281690140845,9.54366197183099,12.2154929577465,14.7267605633803,22.9929577464789,19.212676056338,13.4366197183099,6.60845070422535,-1.94225352112676,-4.06056338028169,-11.4422535211268,-9.13239436619718,-9.7830985915493,-2.09577464788732,1.16478873239437,3.31267605633803,8.07183098591549,6.1056338028169,2.96760563380282,-0.577464788732394,-8.02676056338028,-11.1957746478873,152.239436619718,77.7464788732394,45.2957746478873,47.2394366197183,74.0704225352113,83.9014084507042,48.8169014084507,41.8732394366197,80,137.140845070423,179.577464788732,168.464788732394,1136.3661971831,489.169014084507,166.605633802817,174.591549295775,396.718309859155,2.45117370892019,-7.68262910798122,2.12464788732394,12.4037558685446,2.07769953051643,107.428381525856,4.35858129831041e-05,6.09683175697033,84.9664175398688,16.3647415216174,78.5469445834355,981.046426423784,454.654540964394,128.651749181651,167.784835891757,318.827009836086,-35.2264299859155,18.9125821140845,64.7582374085553,69.282314084577,59.7426699562049,59.4998691172981,71.7115945065669
1907,-14.4295774647887,-2.04507042253521,-0.173239436619718,5.07605633802817,11.9253521126761,14.8394366197183,19.6028169014084,15.2943661971831,12.4239436619718,9.49718309859155,0.916901408450704,-3,-22.5732394366197,-10.8154929577465,-10.043661971831,-5.12816901408451,-0.028169014084507,3.53098591549296,5.83098591549296,5.34084507042254,2.98591549295775,-0.914084507042254,-5.41549295774648,-9.53098591549296,175.830985915493,123.507042253521,115.661971830986,77.4647887323944,63.5352112676056,115.366197183099,81.3943661971831,168.30985915493,113.042253521127,58.8450704225352,150.112676056338,124.507042253521,1367.57746478873,424.845070422535,256.661971830986,365.070422535211,322,0.965316901408451,-10.3441314553991,0.271361502347418,10.7399061032864,3.24906103286385,103.257546030814,3.76782726326508e-05,1.68839065310431,85.4278426782737,16.1411966896219,79.1425134520898,1181.24811316402,403.506325151213,173.650871801629,342.355330777124,258.275471452493,-37.8531544295775,22.5683340028169,64.904320785273,68.9797121086027,61.0241410582643,63.1453173835085,69.3571495691867
1908,-3.26760563380282,-2.45352112676056,-0.42112676056338,6.64084507042254,10.7760563380282,15.7816901408451,20.356338028169,18.7619718309859,13.7816901408451,5.58450704225352,1.8830985915493,-5.12112676056338,-11.3253521126761,-11.9028169014085,-9.41830985915493,-3.72394366197183,0.936619718309859,3.6943661971831,6.9112676056338,5.59577464788732,2.61830985915493,-2.43098591549296,-6.19295774647887,-12.6295774647887,116.267605633803,137.014084507042,119.577464788732,58.7605633802817,84.0140845070423,97.6338028169014,68.1267605633803,72.4507042253521,75.7183098591549,132.774647887324,108.422535211268,128.859154929577,1199.61971830986,373.985915492958,262.352112676056,238.211267605634,316.915492957746,1.85146713615023,-8.34906103286385,0.798356807511737,11.850234741784,2.5406103286385,105.166977346796,1.25162767380915e-05,4.6092367462338,86.6865934919276,13.8711168456284,76.6173387734894,1006.17833618431,353.287919493354,205.735214581491,227.018530620471,211.904684443874,-35.9414352676056,19.1095902690141,64.2104588363332,67.1489593655431,64.4409742177854,59.9145940062194,67.6394535143227
1909,-11.1169014084507,-4.4,1.87887323943662,3.2943661971831,10.3549295774648,16.2239436619718,18.6647887323944,18.1225352112676,14.4253521126761,6.01549295774648,-2.2169014084507,-8.30281690140845,-18.7704225352113,-11.8211267605634,-7.9943661971831,-6.0112676056338,-0.563380281690141,3.58169014084507,5.94366197183099,5.20422535211268,3.72816901408451,-1.3112676056338,-8.37323943661972,-15.4338028169014,199.816901408451,161.366197183099,59.6478873239437,62.8732394366197,53.3098591549296,69.5352112676056,109.859154929577,64.8591549295775,94.8450704225352,104.535211267606,200.633802816901,101.422535211268,1282.70422535211,402.661971830986,175.830985915493,244.253521126761,400.014084507042,0.46343896713615,-12.8934272300469,0.159859154929577,11.2901408450704,2.04460093896714,107.39691957381,6.39865394774678e-08,1.06931011244546,85.4999868364198,20.8275248576531,82.4149577025154,1110.60680204178,395.756070007839,101.195263825845,231.802571514619,326.990252971269,-41.0189732394366,21.0142163591549,65.4194384962505,67.3931619003474,62.9910765899619,60.1472528027569,71.1612321853468
1910,-5.29154929577465,-6.54084507042254,4.93098591549296,9.67464788732394,13.6943661971831,15.9154929577465,20.3112676056338,16.9281690140845,13.4464788732394,6.75915492957746,-1.02253521126761,-2.89014084507042,-12.8661971830986,-15.730985915493,-4.26901408450704,-1.92816901408451,0.516901408450704,3.32394366197183,6.0169014084507,4.60985915492958,2.25492957746479,-0.891549295774648,-6.74225352112676,-8.55633802816901,87.3098591549296,132.859154929577,81.2394366197183,76.5211267605634,45.1971830985916,77.7042253521127,50.6056338028169,62.887323943662,77.2535211267606,144.197183098592,147.507042253521,138.887323943662,1122.16901408451,365.084507042254,202.957746478873,191.197183098592,368.957746478873,2.15223004694836,-6.84178403755869,3.76995305164319,11.1842723004695,2.30070422535211,98.8182566464032,0.000142234674052136,3.18582334373269,83.8678284513899,11.7645319364049,73.0122946186408,928.606072625719,327.971584863646,136.75148399361,179.204557256398,276.578034423871,-33.2767296830986,18.7661919042254,64.8903081257572,73.0672084710359,61.33744708446,59.3212985728781,70.9628447778342
